Marking,"CAT","STIG Id","Group Id","Group Title","Rule Id","Rule Title","Check","Fix","Discussion","CCIs"
(CUI),"CAT 2","CNTR-K8-003340","V-242467","SRG-APP-000516-CTR-001335","SV-242467r961863_rule","The Kubernetes PKI keys must have file permissions set to 600 or more restrictive.","Review the permissions of the Kubernetes PKI key files by using the command:

sudo find /etc/kubernetes/pki -name ""*.key"" | xargs stat -c '%n %a'

If any of the files have permissions more permissive than ""600"", this is a finding.","Change the ownership of the key files to ""600"" by executing the command: 

find /etc/kubernetes/pki -name ""*.key"" | xargs chmod 600","The Kubernetes PKI directory contains all certificate key files supporting secure network communications in the Kubernetes Control Plane. If these files can be modified, data traversing within the architecture components would become unsecure and compromised.","000366"
(CUI),"CAT 2","CNTR-K8-001300","V-245541","SRG-APP-000190-CTR-000500","SV-245541r1069469_rule","Kubernetes Kubelet must not disable timeouts.","Follow these steps to check streaming-connection-idle-timeout:

1. On the Control Plane, run the command:

ps -ef | grep kubelet

If the ""--streaming-connection-idle-timeout"" option exists, this is a finding.

Note the path to the config file (identified by --config).

2. Run the command:

grep -i streamingConnectionIdleTimeout <path_to_config_file>

If the setting ""streamingConnectionIdleTimeout"" is set to less than ""5m"" or is not configured, this is a finding.","Follow these steps to configure streaming-connection-idle-timeout:
1. On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--streaming-connection-idle-timeout"" option if present.

Note the path to the config file (identified by --config).

2. Edit the Kubernetes Kubelet file in the --config directory on the Kubernetes Control Plane:

Set the argument ""streamingConnectionIdleTimeout"" to a value of ""5m"".","Idle connections from the Kubelet can be used by unauthorized users to perform malicious activity to the nodes, pods, containers, and cluster within the Kubernetes Control Plane. Setting the streamingConnectionIdleTimeout defines the maximum time an idle session is permitted prior to disconnect. Setting the value to ""0"" never disconnects any idle sessions. Idle timeouts must never be set to ""0"" and should be defined at ""5m"" (the default is 4hr).","001133"
(CUI),"CAT 1","CNTR-K8-002620","V-245542","SRG-APP-000439-CTR-001080","SV-245542r961632_rule","Kubernetes API Server must disable basic authentication to protect information in transit.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i basic-auth-file * 

If ""basic-auth-file"" is set in the Kubernetes API server manifest file this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Remove the setting ""--basic-auth-file"".","Kubernetes basic authentication sends and receives request containing username, uid, groups, and other fields over a clear text HTTP communication. Basic authentication does not provide any security mechanisms using encryption standards. PKI certificate-based authentication must be set over a secure channel to ensure confidentiality and integrity. Basic authentication must not be set in the manifest file.","002448"
(CUI),"CAT 1","CNTR-K8-002630","V-245543","SRG-APP-000439-CTR-001080","SV-245543r961632_rule","Kubernetes API Server must disable token authentication to protect information in transit.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i token-auth-file * 

If ""--token-auth-file"" is set in the Kubernetes API server manifest file, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Remove the setting ""--token-auth-file"".","Kubernetes token authentication uses password known as secrets in a plaintext file. This file contains sensitive information such as token, username and user uid. This token is used by service accounts within pods to authenticate with the API Server. This information is very valuable for attackers with malicious intent if the service account is privileged having access to the token. With this token a threat actor can impersonate the service account gaining access to the Rest API service.","002448"
(CUI),"CAT 1","CNTR-K8-002640","V-245544","SRG-APP-000439-CTR-001080","SV-245544r961632_rule","Kubernetes endpoints must use approved organizational certificate and key pair to protect information in transit.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i kubelet-client-certificate *
grep -I kubelet-client-key * 

If the setting ""--kubelet-client-certificate"" is not configured in the Kubernetes API server manifest file or contains no value, this is a finding.

If the setting ""--kubelet-client-key"" is not configured in the Kubernetes API server manifest file or contains no value, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the value of ""--kubelet-client-certificate"" and ""--kubelet-client-key"" to an Approved Organizational Certificate and key pair.","Kubernetes control plane and external communication is managed by API Server. The main implementation of the API Server is to manage hardware resources for pods and container using horizontal or vertical scaling. Anyone who can gain access to the API Server can effectively control your Kubernetes architecture. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server with a means to be able to authenticate sessions and encrypt traffic.

By default, the API Server does not authenticate to the kubelet HTTPs endpoint. To enable secure communication for API Server, the parameter -kubelet-client-certificate and kubelet-client-key must be set. This parameter gives the location of the certificate and key pair used to secure API Server communication.","002448"
(CUI),"CAT 1","CNTR-K8-002011","V-254800","SRG-APP-000342-CTR-000775","SV-254800r961359_rule","Kubernetes must have a Pod Security Admission control file configured.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:

""grep -i admission-control-config-file *""

If the setting ""--admission-control-config-file"" is not configured in the Kubernetes API Server manifest file, this is a finding.

Inspect the .yaml file defined by the --admission-control-config-file. Verify PodSecurity is properly configured. 
If least privilege is not represented, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--admission-control-config-file"" to a valid path for the file.

Create an admission controller config file:
Example File:
```yaml
apiVersion: apiserver.config.k8s.io/v1
kind: AdmissionConfiguration
plugins:
- name: PodSecurity
  configuration:
    apiVersion: pod-security.admission.config.k8s.io/v1beta1
    kind: PodSecurityConfiguration
    # Defaults applied when a mode label is not set.
    defaults:
      enforce: ""privileged""
      enforce-version: ""latest""
    exemptions:
      # Don't forget to exempt namespaces or users that are responsible for deploying
      # cluster components, because they need to run privileged containers
      usernames: [""admin""] 
      namespaces: [""kube-system""]

See for more details:
Migrate from PSP to PSA:
https://kubernetes.io/docs/tasks/configure-pod-container/migrate-from-psp/

Best Practice: https://kubernetes.io/docs/concepts/security/pod-security-policy/#recommended-practice.","An admission controller intercepts and processes requests to the Kubernetes API prior to persistence of the object, but after the request is authenticated and authorized.

Kubernetes (> v1.23)offers a built-in Pod Security admission controller to enforce the Pod Security Standards. Pod security restrictions are applied at the namespace level when pods are created. 

The Kubernetes Pod Security Standards define different isolation levels for Pods. These standards define how to restrict the behavior of pods in a clear, consistent fashion.","002263"
(CUI),"CAT 1","CNTR-K8-002001","V-254801","SRG-APP-000342-CTR-000775","SV-254801r961359_rule","Kubernetes must enable PodSecurity admission controller on static pods and Kubelets.","On the Control Plane, change to the manifests' directory at /etc/kubernetes/manifests and run the command:
grep -i feature-gates *

For each manifest file, if the ""--feature-gates"" setting does not exist, does not contain the ""--PodSecurity"" flag, or sets the flag to ""false"", this is a finding.

On each Control Plane and Worker Node, run the command:
ps -ef | grep kubelet

If the ""--feature-gates"" option exists, this is a finding. 

Note the path to the config file (identified by --config).

Inspect the content of the config file:
If the ""featureGates"" setting is not present, does not contain the ""PodSecurity"" flag, or sets the flag to ""false"", this is a finding.","On the Control Plane, change to the manifests' directory at /etc/kubernetes/manifests and run the command:
grep -i feature-gates *

Ensure the argument ""--feature-gates=PodSecurity=true"" is present in each manifest file.

On each Control Plane and Worker Node, run the command:
ps -ef | grep kubelet

Remove the ""--feature-gates"" option if present.

Note the path to the config file (identified by --config).

Edit the Kubernetes Kubelet config file: 
Add a ""featureGates"" setting if one does not yet exist. Add the feature gate ""PodSecurity=true"".

Restart the kubelet service using the following command:
systemctl daemon-reload && systemctl restart kubelet","PodSecurity admission controller is a component that validates and enforces security policies for pods running within a Kubernetes cluster. It is responsible for evaluating the security context and configuration of pods against defined policies. 

To enable PodSecurity admission controller on Static Pods (kube-apiserver, kube-controller-manager, or kube-schedule), the argument ""--feature-gates=PodSecurity=true"" must be set.

To enable PodSecurity admission controller on Kubelets, the featureGates PodSecurity=true argument must be set.

(Note: The PodSecurity feature gate is GA as of  v1.25.)","002263"
(CUI),"CAT 1","CNTR-K8-001162","V-274882","SRG-APP-000033-CTR-000100","SV-274882r1137640_rule","Kubernetes Secrets must be encrypted at rest.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Master Node. Run the command:
grep -i encryption-provider-config *

If the setting ""encryption-provider-config"" is not configured, this is a finding.

If the setting is configured, check the contents of the file specified by its argument. 

If the file does not specify the Secret's resource, this is a finding. 

If the identity provider is specified as the first provider for the resource, this is also a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Master Node. 

Set the value of ""--encryption-provider-config"" to the path to the encryption config. 

The encryption config must specify the Secret's resource and provider. Below is an example:
{
  ""kind"": ""EncryptionConfiguration"",
  ""apiVersion"": ""apiserver.config.k8s.io/v1"",
  ""resources"": [
    {
      ""resources"": [
        ""secrets""
      ],
      ""providers"": [
        {
          ""aescbc"": {
            ""keys"": [
              {
                ""name"": ""aescbckey"",
                ""secret"": ""xxxxxxxxxxxxxxxxxxx""
              }
            ]
          }
        },
        {
          ""identity"": {}
        }
      ]
    }
  ]
}","Kubernetes Secrets may store sensitive information such as passwords, tokens, and keys. These values are stored in the etcd database used by Kubernetes unencrypted. To protect these Secrets at rest, these values must be encrypted.","000213"
(CUI),"CAT 1","CNTR-K8-001161","V-274883","SRG-APP-000171-CTR-000435","SV-274883r1107239_rule","Sensitive information must be stored using Kubernetes Secrets or an external Secret store provider.","On the Kubernetes Master node, run the following command:
kubectl get all,cm -A -o yaml 

Manually review the output for sensitive information.

If any sensitive information is found, this is a finding.","Any sensitive information found must be stored in an approved external Secret store provider or use Kubernetes Secrets (attached on an as-needed basis to pods).","Sensitive information, such as passwords, keys, and tokens must not be stored in application code.

Kubernetes offers a resource called Secrets that are designed for storing sensitive information for use by applications. Secrets are created and managed separately from application code. Additionally, they can be encrypted at rest and access to the secrets can be controlled via RBAC.","004062"
(CUI),"CAT 2","CNTR-K8-001163","V-274884","SRG-APP-000429-CTR-001060","SV-274884r1107245_rule","Kubernetes must limit Secret access on a need-to-know basis.","Review the Kubernetes accounts and their corresponding roles. 

If any accounts have read (list, watch, get) access to Secrets without a documented organizational requirement, this is a finding. 

Run the below command to list the workload resources for applications deployed to Kubernetes:
kubectl get all -A -o yaml 

If Secrets are attached to applications without a documented requirement, this is a finding.","For Kubernetes accounts that have read access to Secrets without a documented requirement, modify the corresponding Role or ClusterRole to remove list, watch, and get privileges for Secrets.","Kubernetes secrets may store sensitive information such as passwords, tokens, and keys. Access to these secrets should be limited to a need-to-know basis via Kubernetes RBAC.","002476"
